farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status
FARM5748,Central USA,Soybean,38.31,6.33,32.07,95.6,54.48,7.82,None,Inorganic,36.52,07/02/2024,27/05/2024,110,2077.58,SENS0248,13/02/2024,34.242905,70.442618,0.88,Moderate
FARM5749,Central USA,Rice,35.03,6.95,19.66,87.67,64.68,6.05,Manual,Inorganic,49.91,23/02/2024,12/07/2024,140,2126.95,SENS0249,14/03/2024,31.088657,89.032881,0.33,Severe
FARM5750,North India,Soybean,26.46,5.88,31.83,254.31,81.41,4.73,Sprinkler,Inorganic,39.71,08/02/2024,24/06/2024,137,5978.14,SENS0250,29/03/2024,21.520866,85.419919,0.61,Mild
FARM5751,South USA,Cotton,33.85,6.12,21.46,207.29,42.11,9.62,Drip,Inorganic,26.66,07/02/2024,30/05/2024,113,5550.08,SENS0251,27/05/2024,26.66737,89.465481,0.44,Severe
FARM5752,Central USA,Wheat,15.86,6.05,17.39,247.29,40.45,4.25,None,Mixed,31.83,25/02/2024,30/05/2024,95,2994.89,SENS0252,28/04/2024,12.285039,82.372897,0.86,None
FARM5753,North India,Maize,32.56,6.9,30.83,81.46,51.63,9.89,Manual,Inorganic,37.99,23/01/2024,16/05/2024,114,3432.67,SENS0253,09/02/2024,16.267406,70.789771,0.72,Moderate
FARM5754,East Africa,Cotton,16.64,5.87,21.95,233.1,53.77,8.99,Sprinkler,Organic,28.9,10/02/2024,01/07/2024,142,3053.4,SENS0254,13/05/2024,21.351974,85.518358,0.6,Mild
FARM5755,North India,Soybean,39.99,7.05,19.78,230.25,72.91,7.23,None,Organic,28.58,25/02/2024,29/06/2024,125,2616.53,SENS0255,01/04/2024,18.065001,82.818079,0.37,None
FARM5756,North India,Rice,16.25,5.56,17.14,97.9,41.59,7.85,None,Mixed,27.05,23/03/2024,28/07/2024,127,3023.75,SENS0256,24/06/2024,15.51807,84.356904,0.31,Mild
FARM5757,South USA,Wheat,26.38,6.78,22.22,235.87,84.52,8.93,Drip,Mixed,16.96,24/01/2024,27/04/2024,94,5337.83,SENS0257,02/02/2024,33.615087,89.211735,0.36,Mild
FARM5758,East Africa,Cotton,16.63,6.55,19.98,206.33,48.94,8.5,None,Mixed,9.75,19/03/2024,09/07/2024,112,4697.97,SENS0258,16/06/2024,26.631059,87.65648,0.4,Mild
FARM5759,East Africa,Cotton,27.66,6.82,25.68,199.98,86.68,9.41,Manual,Inorganic,23.56,14/03/2024,03/08/2024,142,4903.47,SENS0259,14/05/2024,24.078618,74.278563,0.76,Moderate
FARM5760,Central USA,Cotton,25.66,6.29,29.53,295.74,69.79,7.11,Manual,Organic,18.52,07/01/2024,30/05/2024,144,3259.62,SENS0260,17/03/2024,32.977802,80.22543,0.64,Mild
FARM5761,North India,Wheat,26.11,5.81,20.3,272.41,52.49,5.54,Manual,Organic,30.67,07/03/2024,21/07/2024,136,2308.81,SENS0261,29/05/2024,29.822605,73.45805,0.8,None
FARM5762,East Africa,Maize,11.31,7.12,22.63,245.03,86.09,6.01,None,Inorganic,46.86,28/01/2024,15/06/2024,139,2906.87,SENS0262,30/01/2024,25.847178,82.643872,0.33,None
FARM5763,Central USA,Soybean,29.77,6.15,28.96,88.3,73.68,9.98,None,Mixed,30.89,08/01/2024,04/05/2024,117,3159.13,SENS0263,27/02/2024,13.70031,76.723364,0.59,None
FARM5764,East Africa,Cotton,19.19,6.3,23.69,224.47,78.1,6.89,Sprinkler,Inorganic,22.79,07/03/2024,10/07/2024,125,4463.99,SENS0264,09/06/2024,23.106195,74.846302,0.46,Severe
FARM5765,Central USA,Soybean,13.14,6.84,23.47,137.08,56.04,7.56,Drip,Inorganic,12.62,20/02/2024,11/07/2024,142,5960.64,SENS0265,12/06/2024,25.579554,78.809268,0.85,Mild
FARM5766,South India,Maize,15.46,6.96,16.72,234.9,52.15,7.73,Sprinkler,Inorganic,5.62,26/03/2024,01/07/2024,97,3220.47,SENS0266,25/05/2024,10.568703,74.180191,0.62,Mild
FARM5767,East Africa,Soybean,36.26,6.6,27.46,298.08,74.75,8.01,None,Mixed,45.77,02/03/2024,16/06/2024,106,2681.28,SENS0267,07/04/2024,15.017401,83.930534,0.46,Severe
FARM5768,North India,Wheat,23.6,6.04,32.04,215.03,83.21,4.11,None,Organic,49.09,23/03/2024,27/06/2024,96,5615.49,SENS0268,24/05/2024,31.669319,80.631213,0.41,Severe
FARM5769,East Africa,Wheat,11.39,7.34,21.1,172.48,77.22,4.11,Manual,Inorganic,33.14,17/01/2024,03/05/2024,107,5247.57,SENS0269,06/04/2024,16.441984,77.743412,0.9,None
FARM5770,East Africa,Maize,17.9,6.18,22.86,84.32,76.49,7.12,Sprinkler,Inorganic,15.82,14/01/2024,02/05/2024,109,5638.94,SENS0270,25/02/2024,21.22923,72.635443,0.69,Mild
FARM5771,South India,Maize,34.1,7.3,33.19,157.52,85.45,8.62,Sprinkler,Inorganic,8.05,24/03/2024,29/06/2024,97,2736.54,SENS0271,11/04/2024,28.176988,85.3087,0.83,Severe
FARM5772,South USA,Maize,25.51,7.37,32.88,283.31,53.69,8.67,Drip,Organic,13.31,20/03/2024,05/07/2024,107,4422.42,SENS0272,06/06/2024,15.772784,74.643651,0.71,Moderate
FARM5773,North India,Cotton,14.69,7.19,24.38,212.39,49.2,6.32,None,Organic,12.37,02/01/2024,27/04/2024,116,5058.16,SENS0273,03/01/2024,33.135877,89.003961,0.43,Mild
FARM5774,South India,Wheat,16.2,7.41,23.79,204.26,74.39,9.2,Sprinkler,Inorganic,23.22,20/01/2024,05/06/2024,137,5297.31,SENS0274,09/04/2024,19.853768,88.782783,0.64,None
FARM5775,East Africa,Wheat,25.81,7.15,15.85,298.96,65.94,6.37,Drip,Mixed,22.43,02/03/2024,12/06/2024,102,3164.72,SENS0275,21/04/2024,32.109939,85.47354,0.47,Mild
FARM5776,South USA,Maize,31.46,5.61,25.34,85.56,81.49,6.71,Drip,Organic,40.04,18/03/2024,24/06/2024,98,3572.27,SENS0276,28/04/2024,21.272146,73.577572,0.65,Mild
FARM5777,South USA,Wheat,18.75,6.88,33.14,249.12,75.92,4.74,Drip,Mixed,25.22,03/02/2024,05/06/2024,123,4829.12,SENS0277,06/05/2024,29.776665,80.233329,0.87,Severe
FARM5778,East Africa,Cotton,11.54,5.84,21.7,267.83,83.13,4.97,Sprinkler,Organic,39.61,14/01/2024,02/05/2024,109,3238.07,SENS0278,21/04/2024,34.024153,75.775611,0.41,Mild
FARM5779,South India,Wheat,31.79,6.01,24.17,263.85,67.18,4.03,None,Organic,14.76,16/03/2024,13/07/2024,119,3640.61,SENS0279,26/03/2024,25.030414,70.13146,0.83,Moderate
FARM5780,East Africa,Soybean,38.7,5.92,18.7,63.77,57.45,4.87,Drip,Mixed,31.01,10/03/2024,29/06/2024,111,5681.54,SENS0280,16/03/2024,12.722191,89.874704,0.4,Moderate
FARM5781,East Africa,Soybean,30.03,6.62,34.33,237.33,58.01,4.22,Manual,Inorganic,21.59,27/02/2024,31/05/2024,94,5033.77,SENS0281,07/05/2024,11.623147,79.416337,0.37,Moderate
FARM5782,Central USA,Soybean,24.48,5.92,19.18,64.55,68.57,9.88,Drip,Inorganic,37.58,26/03/2024,08/08/2024,135,3148.75,SENS0282,15/06/2024,16.491501,81.502854,0.67,Mild
FARM5783,East Africa,Soybean,27.37,6.96,24.95,252,84.18,5.4,Manual,Organic,5.07,15/01/2024,24/05/2024,130,5186.93,SENS0283,08/03/2024,29.989109,89.97974,0.55,Moderate
FARM5784,Central USA,Soybean,38.21,5.92,27.81,222.5,52.72,4.41,Manual,Mixed,29.75,04/01/2024,16/05/2024,133,3333.13,SENS0284,14/04/2024,28.109916,82.319867,0.32,Mild
FARM5785,South India,Maize,39.18,7.34,24.58,168.63,41.78,4.81,Sprinkler,Mixed,25.73,11/03/2024,08/07/2024,119,5135.96,SENS0285,02/05/2024,33.194749,71.120446,0.61,Moderate
FARM5786,East Africa,Soybean,10.66,6.65,21.63,279.05,79.79,4.4,Sprinkler,Inorganic,42.83,13/02/2024,22/06/2024,130,4137.09,SENS0286,26/03/2024,24.274541,77.791325,0.66,Moderate
FARM5787,Central USA,Wheat,19.5,5.67,32.54,142.9,81.47,5.82,Manual,Organic,10.05,25/01/2024,06/05/2024,102,5653.42,SENS0287,21/03/2024,22.649867,85.980506,0.84,Mild
FARM5788,South India,Maize,42.33,6.96,25.47,243.88,47.16,9.23,Sprinkler,Organic,37.61,13/02/2024,27/06/2024,135,5459.24,SENS0288,13/03/2024,10.102747,88.646747,0.71,None
FARM5789,Central USA,Cotton,41.12,5.71,30.32,236.39,41.12,8.55,Sprinkler,Inorganic,14.02,09/02/2024,12/06/2024,124,3276.6,SENS0289,05/04/2024,26.778101,75.453084,0.39,None
FARM5790,North India,Soybean,29.59,5.7,25.85,187.34,53.55,9.66,Manual,Mixed,16.02,10/01/2024,18/05/2024,129,5568.97,SENS0290,02/05/2024,11.268155,70.579854,0.84,None
FARM5791,North India,Cotton,11.88,6.35,18.58,199.03,69.64,9.02,None,Mixed,21,27/02/2024,08/06/2024,102,4851.59,SENS0291,22/05/2024,30.232496,71.570912,0.85,Severe
FARM5792,East Africa,Rice,13.25,7.1,28.97,74.32,55.52,7.87,None,Inorganic,15.43,05/01/2024,29/05/2024,145,5582.8,SENS0292,11/03/2024,32.82154,77.841538,0.72,Moderate
FARM5793,Central USA,Cotton,27.06,5.63,17.26,169.66,82.29,5.69,Manual,Mixed,30.86,04/03/2024,27/06/2024,115,5270.21,SENS0293,13/06/2024,12.674532,81.122997,0.34,Moderate
FARM5794,East Africa,Cotton,24.03,6.33,27.42,186.99,88.69,6.3,Manual,Organic,41.63,14/03/2024,01/08/2024,140,5920.82,SENS0294,09/06/2024,23.613172,74.723086,0.7,None
FARM5795,East Africa,Cotton,14,6.69,21.51,74.41,62.26,5.85,None,Organic,31.92,27/03/2024,02/08/2024,128,5085.37,SENS0295,02/07/2024,18.185206,82.899782,0.34,Mild
FARM5796,South India,Soybean,41.61,6.77,15,86.68,47.46,7.19,None,Mixed,31.01,07/01/2024,19/05/2024,133,5509.7,SENS0296,23/03/2024,24.25691,88.264085,0.48,Severe
FARM5797,Central USA,Wheat,30.4,6.72,25.21,261.91,82.63,4.37,Drip,Organic,36.65,04/02/2024,28/06/2024,145,3128.84,SENS0297,11/02/2024,15.881029,84.044438,0.54,Moderate
FARM5798,South USA,Cotton,23.35,6.59,28.25,168.72,49.41,6.31,Manual,Inorganic,11.94,05/03/2024,11/06/2024,98,2046.41,SENS0298,26/05/2024,10.392695,84.426785,0.59,Severe
FARM5799,South India,Wheat,14.8,7.11,32.2,273.4,74.77,9.58,Sprinkler,Inorganic,27.92,27/03/2024,23/07/2024,118,3538.86,SENS0299,24/04/2024,14.644776,82.091465,0.65,Mild
FARM5800,East Africa,Maize,24.38,6.59,22.34,294.56,68.41,8.23,Drip,Mixed,26.67,03/03/2024,10/06/2024,99,4920.74,SENS0300,09/05/2024,34.589477,89.673368,0.77,Severe
FARM5801,East Africa,Wheat,28.32,6.72,19.9,207.67,73.19,8.01,Manual,Mixed,7.37,18/02/2024,06/07/2024,139,2043.13,SENS0301,13/06/2024,22.816578,79.384648,0.74,Severe
FARM5802,Central USA,Maize,20.12,5.57,33.46,237.36,76.35,7.38,Drip,Mixed,26.29,19/01/2024,21/04/2024,93,4625.28,SENS0302,25/02/2024,30.222394,82.48634,0.47,None
FARM5803,South India,Soybean,12.69,7.07,20.04,203.95,53.76,5.54,Drip,Mixed,12.86,24/03/2024,01/07/2024,99,4636.62,SENS0303,10/05/2024,30.196017,75.225052,0.72,Severe
FARM5804,South India,Soybean,40.17,6.19,16.69,86.27,86.7,4.92,None,Inorganic,39.67,22/01/2024,19/05/2024,118,4904,SENS0304,12/02/2024,15.271419,84.687222,0.51,Moderate
FARM5805,North India,Wheat,15.87,6.3,21.03,236.54,77.62,7.2,None,Mixed,36.75,09/02/2024,18/05/2024,99,4121.77,SENS0305,04/04/2024,10.296576,88.544451,0.57,Moderate
FARM5806,East Africa,Wheat,13.41,6.56,22.08,261.06,70.52,7.91,Manual,Inorganic,17.16,09/01/2024,19/05/2024,131,4336.71,SENS0306,06/05/2024,29.328775,84.981818,0.74,Mild
FARM5807,East Africa,Maize,33.72,7.49,21.27,52.64,40.42,4.41,None,Organic,28.64,15/03/2024,05/07/2024,112,2877.67,SENS0307,20/04/2024,16.297403,70.680835,0.67,None
FARM5808,East Africa,Rice,43.27,6.78,29.16,79.99,82.82,4.78,Sprinkler,Organic,36.3,10/02/2024,08/06/2024,119,4641.91,SENS0308,19/02/2024,25.969513,88.453908,0.47,Severe
FARM5809,Central USA,Maize,15.67,5.65,30.54,145.7,56.63,4.36,Manual,Organic,24.83,07/02/2024,15/06/2024,129,3570.54,SENS0309,11/06/2024,12.710762,80.812643,0.56,None
FARM5810,South USA,Maize,13.62,5.65,26.43,112.65,62.29,9.38,Sprinkler,Mixed,33.82,22/01/2024,15/05/2024,114,3065.75,SENS0310,20/04/2024,18.245772,77.826607,0.3,Severe
FARM5811,South USA,Cotton,24.14,6.96,31.25,67.52,51.29,6.31,None,Organic,30.53,11/02/2024,23/06/2024,133,3211.31,SENS0311,25/02/2024,25.806813,89.176478,0.35,Moderate
FARM5812,North India,Cotton,36.62,6.08,19.06,188.62,88.38,7.96,Manual,Mixed,22.55,21/01/2024,03/06/2024,134,3437.04,SENS0312,11/02/2024,32.130354,78.759675,0.41,None
FARM5813,South India,Wheat,35.19,6.69,24.78,65.75,67.03,5.85,None,Organic,6.67,11/01/2024,30/05/2024,140,4884.05,SENS0313,23/04/2024,12.954678,86.142074,0.7,Severe
FARM5814,East Africa,Rice,35.94,5.97,16.44,233.86,64.44,4.11,Drip,Organic,36.56,01/01/2024,11/04/2024,101,4530.65,SENS0314,09/02/2024,30.518481,71.945845,0.67,None
FARM5815,North India,Wheat,27.4,7.1,19.41,251.11,61.31,8.87,None,Inorganic,10.44,19/03/2024,21/07/2024,124,2549.32,SENS0315,04/07/2024,34.11731,74.264637,0.33,Mild
FARM5816,Central USA,Wheat,14.23,5.78,23.3,224.07,67.67,6.63,Drip,Organic,9.5,20/03/2024,12/07/2024,114,5110.65,SENS0316,22/03/2024,31.990674,71.614452,0.3,None
FARM5817,East Africa,Maize,24.57,7.11,30.45,223.09,50.31,7.84,None,Inorganic,15.77,20/01/2024,02/06/2024,134,2150.48,SENS0317,06/03/2024,27.929969,82.240996,0.35,Moderate
FARM5818,Central USA,Cotton,10.16,5.97,17.35,182.55,44.78,6.17,Sprinkler,Inorganic,39.66,07/03/2024,22/06/2024,107,2212.28,SENS0318,21/03/2024,29.915324,83.704875,0.88,Severe
FARM5819,South USA,Rice,15.59,7.35,16.08,141.05,50.48,5.51,None,Organic,9.7,18/01/2024,28/04/2024,101,2632.18,SENS0319,21/01/2024,22.126535,72.321302,0.84,Severe
FARM5820,East Africa,Soybean,21.41,5.9,28.54,131.42,78.95,5.96,Drip,Organic,38.2,13/01/2024,08/06/2024,147,2882.65,SENS0320,12/05/2024,24.627306,71.086787,0.56,Mild
FARM5821,East Africa,Cotton,16.23,6.25,24.15,98.54,57.93,5.62,Manual,Organic,6.44,02/03/2024,17/06/2024,107,2546.01,SENS0321,30/04/2024,21.464473,73.424026,0.51,Moderate
FARM5822,East Africa,Rice,37.63,6.78,27.23,92.48,88.51,9.13,Drip,Inorganic,43.56,28/02/2024,10/06/2024,103,4366.32,SENS0322,27/04/2024,16.979272,84.600355,0.74,Mild
FARM5823,South India,Maize,25.2,5.94,33.55,286.56,85.69,9.39,None,Organic,6.8,24/02/2024,12/07/2024,139,4016.87,SENS0323,11/06/2024,23.278043,79.585387,0.78,None
FARM5824,South USA,Cotton,18.42,6.62,15.25,232.95,87.5,4.8,Manual,Organic,34.14,01/01/2024,30/04/2024,120,4676.14,SENS0324,21/01/2024,27.582612,87.158442,0.75,None
FARM5825,South USA,Cotton,37.01,7.25,23.11,247.46,58.52,6.79,Drip,Mixed,8.18,11/03/2024,12/07/2024,123,2130.86,SENS0325,04/05/2024,28.8222,83.9611,0.67,Mild
FARM5826,North India,Soybean,40.83,6.97,16.1,286.33,73.73,9.33,Drip,Inorganic,21.45,02/03/2024,23/06/2024,113,3465.73,SENS0326,23/05/2024,23.969761,71.340118,0.73,Mild
FARM5827,South India,Maize,18.35,5.73,24.57,284.79,69.01,9.75,Sprinkler,Mixed,39.24,12/02/2024,08/07/2024,147,3069.43,SENS0327,30/05/2024,16.928633,71.267384,0.51,Severe
FARM5828,East Africa,Soybean,39.03,6.44,25.64,256.34,84.97,6.71,Manual,Mixed,47.54,07/01/2024,02/06/2024,147,5535.92,SENS0328,29/01/2024,12.00426,87.958917,0.47,None
FARM5829,North India,Rice,19.66,6.89,24.93,268.75,66.03,7.76,Manual,Inorganic,48.63,05/03/2024,03/07/2024,120,3386.8,SENS0329,30/04/2024,28.442731,70.429646,0.41,None
FARM5830,South India,Soybean,32.56,6.32,21.86,211.51,56.32,7.56,None,Inorganic,18.68,26/01/2024,14/05/2024,109,2686.95,SENS0330,28/02/2024,15.669548,77.438046,0.47,None
FARM5831,South India,Maize,19.95,7.41,27.37,90.2,66.77,5.09,Sprinkler,Mixed,36.18,26/03/2024,03/07/2024,99,2645.02,SENS0331,09/04/2024,11.028786,76.332517,0.38,Moderate
FARM5832,Central USA,Rice,17.18,6.91,28.31,294.51,47.4,6.69,Sprinkler,Mixed,18.57,13/01/2024,10/06/2024,149,3997.67,SENS0332,19/02/2024,33.694726,88.556226,0.39,Moderate
FARM5833,Central USA,Cotton,41.36,7.44,30.08,298.52,73.34,8.8,None,Inorganic,36.01,16/03/2024,10/08/2024,147,2160.32,SENS0333,04/08/2024,12.921902,70.495912,0.67,Mild
FARM5834,South USA,Maize,13.24,5.61,27.83,195.86,51.11,9.61,Manual,Organic,6.01,28/03/2024,24/07/2024,118,4708.25,SENS0334,08/04/2024,34.395988,77.888472,0.59,None
FARM5835,Central USA,Cotton,15.18,7.21,22.39,143.21,54.23,6.11,None,Mixed,8.94,15/03/2024,30/07/2024,137,5970.39,SENS0335,06/07/2024,17.21585,86.113456,0.88,Severe
FARM5836,South USA,Rice,39.24,6.7,17.87,125.81,89.42,7.15,Manual,Organic,46.99,25/03/2024,17/07/2024,114,2353.79,SENS0336,16/05/2024,25.97015,75.466577,0.4,Severe
FARM5837,East Africa,Rice,16.97,7.16,20.79,172.65,81.14,5.81,Manual,Inorganic,30.17,08/02/2024,09/05/2024,91,5164.88,SENS0337,27/02/2024,16.566926,89.120532,0.8,Severe
FARM5838,North India,Maize,24.6,6.48,28.76,111.19,45.97,5.66,Drip,Mixed,38.55,16/03/2024,20/07/2024,126,3744.27,SENS0338,18/04/2024,25.699901,79.520814,0.72,None
FARM5839,Central USA,Soybean,35.65,5.54,20.19,195.41,47.31,6.77,Sprinkler,Inorganic,12.35,12/02/2024,07/06/2024,116,4544.99,SENS0339,28/03/2024,11.217873,75.833282,0.68,None
FARM5840,East Africa,Rice,36.83,5.87,16.89,238.16,67.19,9.23,Manual,Inorganic,35.84,12/03/2024,16/06/2024,96,4137.68,SENS0340,26/04/2024,30.58287,70.257953,0.61,Moderate
FARM5841,South USA,Cotton,21.91,7.32,17.05,88.64,51.06,5.13,Drip,Inorganic,25.72,04/01/2024,25/05/2024,142,2524.93,SENS0341,08/01/2024,21.987956,76.231469,0.52,Severe
FARM5842,East Africa,Soybean,36.73,6.18,29.2,57.19,80.73,5.33,Sprinkler,Mixed,15.2,07/01/2024,14/04/2024,98,5924.44,SENS0342,01/03/2024,27.270453,85.680594,0.35,Severe
FARM5843,South USA,Wheat,16.87,5.57,28.2,198.29,63.45,9.45,Drip,Organic,18.57,25/01/2024,30/04/2024,96,5129.48,SENS0343,11/04/2024,15.13503,88.023497,0.41,Moderate
FARM5844,North India,Wheat,15.09,6.99,20.55,194.94,57.61,9.13,Sprinkler,Mixed,30.66,27/01/2024,02/06/2024,127,5052.98,SENS0344,22/03/2024,27.895291,89.285276,0.4,None
FARM5845,North India,Rice,42.22,7.2,24.49,224.53,49.26,8.04,Drip,Organic,42.56,14/02/2024,27/05/2024,103,4057,SENS0345,06/04/2024,12.821137,89.692255,0.37,None
FARM5846,East Africa,Rice,27.35,6.22,20.77,230.53,44.11,6.96,None,Inorganic,25.56,10/03/2024,21/07/2024,133,5904.72,SENS0346,01/07/2024,15.646836,78.145644,0.89,Severe
FARM5847,South India,Wheat,41.32,7.1,33.78,141.86,40.64,8.04,Drip,Inorganic,24.71,22/03/2024,25/06/2024,95,2476.87,SENS0347,11/05/2024,20.015607,81.811145,0.36,Mild
FARM5848,North India,Maize,44.13,6.18,26.9,297.67,46.14,9.03,None,Inorganic,39.42,19/03/2024,04/07/2024,107,5025.21,SENS0348,29/06/2024,26.095779,78.004711,0.59,Severe
FARM5849,South USA,Soybean,19.76,7.04,17.16,112.67,64.86,7.77,Sprinkler,Organic,9.48,27/01/2024,30/04/2024,94,3992.54,SENS0349,30/01/2024,34.301814,77.65266,0.71,Mild
FARM5850,Central USA,Soybean,31.81,7.02,28.22,179.99,64.61,6.8,Manual,Mixed,27.41,09/03/2024,11/07/2024,124,3374.46,SENS0350,27/06/2024,23.513225,70.353408,0.76,Severe
FARM5851,North India,Cotton,25.75,7.21,23.85,59,48.84,7.96,Manual,Mixed,12.39,05/02/2024,24/05/2024,109,4862.89,SENS0351,07/04/2024,29.100278,81.377104,0.59,Severe
FARM5852,South USA,Soybean,39.9,6.51,22.83,173.67,88.54,7.7,Manual,Inorganic,19.42,19/01/2024,20/04/2024,92,2512.79,SENS0352,05/03/2024,18.72192,84.841143,0.32,Moderate
FARM5853,South USA,Wheat,24.99,7.48,23.24,64.11,52.21,5.41,Manual,Mixed,8.82,03/03/2024,26/07/2024,145,3219.65,SENS0353,28/05/2024,14.244481,80.768336,0.32,Severe
FARM5854,East Africa,Soybean,41.55,6.03,28.92,197,89.29,6.27,None,Inorganic,30.76,04/02/2024,17/06/2024,134,4700.45,SENS0354,30/04/2024,22.418285,86.229144,0.7,Mild
FARM5855,East Africa,Maize,22.72,6.37,24.94,261.83,79.36,9.04,Sprinkler,Inorganic,16.93,19/02/2024,13/06/2024,115,5218.41,SENS0355,08/05/2024,28.572201,71.839157,0.81,None
FARM5856,East Africa,Maize,19.57,6.63,25.62,156.78,57.37,4.46,Manual,Mixed,41.19,22/02/2024,25/06/2024,124,3253.41,SENS0356,15/04/2024,20.057524,82.499278,0.57,Mild
FARM5857,North India,Soybean,40.19,6.65,19.26,290.53,77.11,6.8,None,Mixed,37.7,17/01/2024,28/04/2024,102,3457.1,SENS0357,04/02/2024,16.009349,84.92867,0.76,Severe
FARM5858,South USA,Maize,40.11,7.32,27.68,261.49,53.35,5.72,Sprinkler,Inorganic,35.91,13/01/2024,27/04/2024,105,2454.23,SENS0358,06/02/2024,10.692604,85.940895,0.49,Severe
FARM5859,East Africa,Cotton,24.77,7.31,19.04,118.18,41.46,8.74,Manual,Mixed,29.78,28/03/2024,28/06/2024,92,5855.15,SENS0359,29/05/2024,29.555844,71.106545,0.84,Moderate
FARM5860,East Africa,Maize,40.35,7.3,23.14,140.86,72.87,4.54,Sprinkler,Organic,10.04,17/03/2024,13/08/2024,149,2482.57,SENS0360,12/08/2024,33.741863,88.631113,0.45,None
FARM5861,South India,Soybean,14.28,7.11,21.59,196.08,59.5,8.49,Sprinkler,Inorganic,14.81,06/01/2024,18/04/2024,103,5879.69,SENS0361,02/03/2024,20.209389,87.257999,0.33,Moderate
FARM5862,North India,Maize,29.1,6.45,19.93,119.43,79.21,4.87,None,Mixed,21.55,01/02/2024,11/06/2024,131,5867.22,SENS0362,09/02/2024,31.036824,83.244469,0.86,Mild
FARM5863,Central USA,Soybean,23.46,6.78,29.01,275.79,74.26,7.21,Sprinkler,Inorganic,22.48,09/02/2024,28/05/2024,109,2361,SENS0363,24/05/2024,28.916698,75.948458,0.82,Mild
FARM5864,South USA,Maize,40.78,7.03,23.13,58.47,83.32,8.94,None,Inorganic,38.16,23/02/2024,19/06/2024,117,5507.04,SENS0364,06/06/2024,12.509889,73.206867,0.46,None
FARM5865,Central USA,Cotton,31.07,7.13,29.76,163.32,41.37,4.31,Sprinkler,Mixed,24.95,05/03/2024,03/06/2024,90,3602.65,SENS0365,24/05/2024,17.638688,81.516187,0.37,Mild
FARM5866,East Africa,Rice,39.64,6.87,30.85,129.85,63.92,8.41,Manual,Organic,35.94,26/02/2024,13/06/2024,108,2794.65,SENS0366,19/04/2024,19.189989,77.869884,0.53,Mild
FARM5867,North India,Wheat,42.31,6.79,27.53,276.71,88.71,5.19,Sprinkler,Organic,23.05,20/02/2024,05/06/2024,106,2597,SENS0367,07/04/2024,14.253072,81.344858,0.31,Severe
FARM5868,South USA,Cotton,14.15,6.93,18.81,265.48,79.11,5.73,None,Inorganic,10.86,20/01/2024,02/05/2024,103,5980.83,SENS0368,25/02/2024,28.167702,73.787263,0.41,Mild
FARM5869,North India,Maize,44.16,5.97,24.02,112.08,69.15,7.88,Drip,Organic,26.1,23/02/2024,17/06/2024,115,4747.41,SENS0369,24/05/2024,19.587386,78.465819,0.66,None
FARM5870,North India,Soybean,12.06,6.17,19.7,277.06,89.84,9.64,Drip,Organic,16.41,13/03/2024,30/06/2024,109,5910.1,SENS0370,06/06/2024,19.27253,89.361156,0.64,Mild
FARM5871,Central USA,Rice,27.63,7.36,32.56,82.98,55.87,7.18,Sprinkler,Inorganic,10.26,05/01/2024,05/05/2024,121,5486.72,SENS0371,20/04/2024,17.025016,77.211844,0.56,Moderate
FARM5872,East Africa,Maize,28.09,6.37,18.3,234.22,64.56,9.7,None,Organic,13.5,08/01/2024,18/04/2024,101,2143.45,SENS0372,10/02/2024,14.088874,79.342657,0.37,Severe
FARM5873,North India,Cotton,22.48,6.92,24.7,173.25,82.29,9.2,Drip,Inorganic,9.21,06/02/2024,28/06/2024,143,2673.18,SENS0373,15/06/2024,30.564294,81.264948,0.7,Mild
FARM5874,East Africa,Wheat,28.41,6.64,23.33,69.21,78.41,8.06,Manual,Organic,17.79,04/03/2024,27/06/2024,115,3494.23,SENS0374,17/03/2024,30.92443,73.075509,0.35,Severe
FARM5875,South USA,Maize,30.8,5.51,34.4,214.04,87.54,5.95,Sprinkler,Organic,43.85,10/03/2024,28/06/2024,110,5192.59,SENS0375,13/06/2024,11.768102,89.038004,0.53,Severe
FARM5876,Central USA,Rice,18.4,7.04,22.98,55.13,50.41,6.33,None,Inorganic,34.12,05/03/2024,10/06/2024,97,3194.19,SENS0376,29/04/2024,28.397232,88.433996,0.84,Mild
FARM5877,Central USA,Wheat,39.12,6.53,24.79,271.35,63.82,7.38,None,Organic,39.04,20/02/2024,31/05/2024,101,3736.42,SENS0377,14/04/2024,12.323687,80.266829,0.88,Mild
FARM5878,South India,Cotton,28.45,6.79,16.68,167.05,43.96,8.81,Manual,Organic,49.29,10/03/2024,31/07/2024,143,2994.61,SENS0378,27/06/2024,17.387041,70.954565,0.35,None
FARM5879,East Africa,Wheat,27.87,6.33,24.29,230.08,80.64,6.13,Drip,Mixed,5.73,22/03/2024,19/07/2024,119,2718.21,SENS0379,14/04/2024,31.072746,70.905174,0.55,Moderate
FARM5880,Central USA,Soybean,35.34,7.01,24,251.96,57.07,9.51,Sprinkler,Organic,13.33,20/03/2024,04/07/2024,106,5486.46,SENS0380,02/04/2024,20.844973,70.358304,0.54,None
